資料集名稱,資料集描述,資料集代碼,資料集所屬單位,資料集類別,環境保護計畫類別,聯合國永續發展目標,主要資料欄位,資料來源,授權方式,授權說明網址,編碼格式,更新頻率,最後更新時間,聯絡人姓名,聯絡人電話,聯絡人電子郵件,標籤
環境部前瞻基礎建設計畫特別預算會計月報,前瞻基礎建設計畫特別預算每月會計月報。欄位：會計年度、月份、會計分類、項目、預算科目編號、預算科目名稱、分支計畫編號、分支計畫名稱、一級用途別編號、一級用途別名稱、經資門、支出實現數、加項_預付款、加項_材料、加項_存出保證金、加項_零用金、加項_退還收入預收款、加項_其他應收款、減項_以前年度撥款於本年度實現數、公庫撥入數、公庫分配數餘額、基金別、使用機關別、科目分類、會計科目編號、會計科目名稱、金額、金額_本月數、金額_累計數、收入實現數、減項_收入待納庫數、加項_以前年度待納庫繳庫數、加項_以前年度撥款於本年度繳還數_材料、加項_以前年度撥款於本年度繳還數_存出保證金、加項_以前年度撥款於本年度繳還數_其他應收款、加項_預收款、加項_剔除經費、繳付公庫數、款、項、目、節、預算年度、用途別編號、用途別名稱、原預算數、追加減數、第一預備金、第二預備金、經費流用數、預算調整數、截至本月止累計分配數_1、本月實現數、截至本月止累計實現數_2、應付數、已分配尚未執行數、備註_預暫付數、業務計畫或工作計畫、執行數、科目名稱、取得成本、以前年度累計折舊_長期投資評價、本年度資本資產成本變動_增加數、本年度資本資產成本變動_減少數、本年度累計折舊_長期投資評價變動數、期末帳面金額、備註。,BGT_P_28,環境部會計處,其他,其他,,"filename(標題 )、url(連結)、description(說明)",環境部全球資訊網,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,1月,"2026-04-12 08:06:20.000000",蕭小姐,(02)2311-7722#2172,ychsiao@moenv.gov.tw,會計月報
環境部化學物質管理署會計月報,提供環境部化學物質管理署每月會計月報表,BGT_P_23,環境部化學物質管理署,其他,其他,,filename(標題)、url(連結)、description(說明),環境部化學物質管理署全球資訊網,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,1月,"2026-04-12 08:06:19.000000",陳小姐,(02)2325-7399#55433,poching.chen@moenv.gov.tw,會計月報
環境部化學物質管理署法定預算,環境部化學物質管理署依據政府資訊公開法規定公開預算資料供資料使用者分析利用。,BGT_P_24,環境部化學物質管理署,其他,其他,,filename(標題)、url(連結)、description(說明),環境部化學物質管理署全球資訊網,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,1年,"2026-04-12 08:06:19.000000",魏小姐,(02)2325-7399#55432,yinwei@moenv.gov.tw,化學局預算
國家環境研究院單位預算案(原環訓所),歲入來源別預算表、歲出機關別預算表、歲入項目說明提要表、歲出計畫提要及分支計畫概況表、各項費用彙計表、歲出用途別科目分析表、資本支出分析表、人事費彙計表、預算員額明細表、公務車輛明細表、辦公房舍明細表、捐助經費分析表、派員出國計畫預算總表、派員出國計畫預算類別表-開會、談判、派員出國計畫預算類別表-進修、研究、實習、歲出按職能及經濟性綜合分類表、跨年期計畫概況表、委辦經費分析表,BGT_P_18,國家環境研究院,其他,其他,"優質教育,減少不平等",no(項次)、year(年份)、filename(檔案名稱)、format(檔案格式)、url(下載網址),國家環境研究院全球資訊網,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:06:18.000000",陳先生,(03)4915818#73002,kuanchi.chen@moenv.gov.tw,"環訓所單位預算案,國環院單位預算案"
國家環境研究院單位預算案(原環檢所),歲入來源別預算表、歲出機關別預算表、歲入項目說明提要表、歲出計畫提要及分支計畫概況表、各項費用彙計表、歲出用途別科目分析表、資本支出分析表、人事費彙計表、預算員額明細表、公務車輛明細表、辦公房舍明細表、捐助經費分析表、派員出國計畫預算總表、派員出國計畫預算類別表-開會、談判、派員出國計畫預算類別表-進修、研究、實習、歲出按職能及經濟性綜合分類表、跨年期計畫概況表、委辦經費分析表,BGT_P_19,國家環境研究院,其他,其他,,filename(標題)、url(連結)、description(說明),國家環境研究院全球資訊網,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:06:18.000000",莊小姐,(03)4915818#13008,yiwen.juang@moenv.gov.tw,環檢所預算
環境部化學物質管理署單位預算案,環境部化學物質管理署依據政府資訊公開法規定公開預算資料供資料使用者分析利用。,BGT_P_21,環境部化學物質管理署,其他,其他,,filename(標題)、url(連結)、description(說明),環境部化學物質管理署全球資訊網,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,1年,"2026-04-12 08:06:18.000000",魏小姐,(02)2325-7399#55432,yinwei@moenv.gov.tw,預算
環境部環境保護基金附屬單位法定預算,環境保護基金預算(法定預算)。SEQNO、LEVEL、BOLD、前年度決算數、項目、本年度預算數、上年度預算數、比較增減、預算數、說明。,BGT_P_17,環境部會計處,其他,其他,,filename(標題)、url(連結)、description(說明),環境部全球資訊網,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,1年,"2026-04-12 08:06:17.000000",楊小姐,(02)2311-7722#2161,niyu.yang@moenv.gov.tw,環境部預算
環境部單位預算案,環境部單位預算案。人事費、土地購入_資、小計_經、小計_資、目、合計、科目名稱、消費支出_經、移轉民間_經、移轉民間_資、設備及投資、款、項、債務利息_經、債務費、業務費_經、業務費_資、節、經常支出小計、補助地方_經、補助地方_資、資本支出小計、資本形成_資、預備金_經、預備金_資、預算科目編號、奬補助費_經、奬補助費_資、增資_資、總計、職能別分類經濟性分類。,BGT_P_16,環境部會計處,其他,其他,,filename(標題)、url(連結)、description(說明),環境部全球資訊網,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,1年,"2026-04-12 08:06:17.000000",吳小姐,(02)2311-7722#2153,peiyu.wu@moenv.gov.tw,預算
固定污染源空氣污染防制費收費統計,提供各縣市歷年固定污染源空氣污染防制費收費情形,BGT_P_14,環境部大氣環境司,污染防治,大氣環境,良好健康和福祉,Year(年度)、County(縣市)、Income(空污費金額)、Unit(單位),固定污染源空污費暨排放量申報整合管理系統,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,1年,"2026-04-12 08:06:16.000000",廖小姐,(02)2311-7722#6206,meiwen.liao@moenv.gov.tw,"固定源,空污費收費,空氣污染防制費"
國家環境研究院會計月報(原環訓所),國家環境研究院會計月報，原環訓所。會計年度、月份、基金別、會計分類、使用機關別、科目分類、會計科目編號、會計科目名稱、金額、項目、預算科目編號、預算科目名稱、分支計畫編號、分支計畫名稱、一級用途別編號、一級用途別名稱、經資門、支出實現數、加項_預付款、加項_材料、加項_存出保證金、加項_零用金、加項_退還收入預收款、加項_其他應收款、減項_以前年度撥款於本年度實現數、公庫撥入數、公庫分配數餘額、科目名稱、取得成本、以前年度累計折舊_長期投資評價、本年度資本資產成本變動_增加數、本年度資本資產成本變動_減少數、本年度累計折舊_長期投資評價變動數、期末帳面金額、備註、業務計畫或工作計畫、用途別編號、用途別名稱、執行數、款、項、目、節、預算年度、原預算數、追加減數、第一預備金、第二預備金、經費流用數、預算調整數、截至本月止累計分配數_1、本月實現數、截至本月止累計實現數_2、應付數、已分配尚未執行數、備註_預暫付數、細目編號、細目名稱、應收收入數_3、分配數預算餘額_4、年度預算數、收入實現數、減項_收入待納庫數、加項_以前年度待納庫繳庫數、加項_以前年度撥款於本年度繳還數_材料、加項_以前年度撥款於本年度繳還數_存出保證金、加項_以前年度撥款於本年度繳還數_其他應收款、加項_預收款、加項_剔除經費、繳付公庫數、金額_本月數、金額_累計數、以前年度轉入數、保留數、減免。,BGT_P_15,國家環境研究院,其他,其他,"優質教育,減少不平等",filename(標題)、url(路徑)、description(說明),國家環境研究院全球資訊網,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:06:16.000000",陳先生,(03)4915818#73002,kuanchi.chen@moenv.gov.tw,"環訓所會計月報,國環院會計月報"
國家環境研究院會計月報（原環檢所）,提供國家環境研究院會計月報資料，原環檢所。會計年度、月份、會計分類、項目、預算科目編號、預算科目名稱、分支計畫編號、分支計畫名稱、一級用途別編號、一級用途別名稱、經資門、支出實現數、加項_預付款、加項_材料、加項_存出保證金、加項_零用金、加項_退還收入預收款、加項_其他應收款、減項_以前年度撥款於本年度實現數、公庫撥入數、公庫分配數餘額、基金別、使用機關別、科目分類、會計科目編號、會計科目名稱、金額、金額_本月數、金額_累計數、收入實現數、減項_收入待納庫數、加項_以前年度待納庫繳庫數、加項_以前年度撥款於本年度繳還數_材料、加項_以前年度撥款於本年度繳還數_存出保證金、加項_以前年度撥款於本年度繳還數_其他應收款、加項_預收款、加項_剔除經費、繳付公庫數、款、項、目、節、細目編號、細目名稱、年度預算數、預算年度、原預算數、追加減數、截至本月止累計分配數_1、本月實現數、截至本月止累計實現數_2、應收收入數_3、分配數預算餘額_4、用途別編號、用途別名稱、第一預備金、第二預備金、經費流用數、預算調整數、應付數、已分配尚未執行數、備註_預暫付數、業務計畫或工作計畫、執行數、科目名稱、取得成本、以前年度累計折舊_長期投資評價、本年度資本資產成本變動_增加數、本年度資本資產成本變動_減少數、本年度累計折舊_長期投資評價變動數、期末帳面金額、備註。,BGT_P_11,國家環境研究院,其他,其他,,filename(標題)、url(連結)、description(說明),國家環境研究院全球資訊網,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:06:15.000000",呂小姐,(03)491-5818#73006,kuanjung.lu@moenv.gov.tw,會計月報
國家環境研究院法定預算(原環檢所),歲入來源別預算表、歲出機關別預算表、歲入項目說明提要表、歲出計畫提要及分支計畫概況表、各項費用彙計表、歲出用途別科目分析表、資本支出分析表、人事費彙計表、預算員額明細表、公務車輛明細表、辦公房舍明細表、捐助經費分析表、派員出國計畫預算總表、派員出國計畫預算類別表-開會、談判、派員出國計畫預算類別表-進修、研究、實習、歲出按職能及經濟性綜合分類表、跨年期計畫概況表、委辦經費分析表,BGT_P_12,國家環境研究院,其他,其他,,filename(標題)、url(連結)、description(說明),國家環境研究院全球資訊網,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:06:15.000000",莊小姐,(03)4915818#13008,yiwen.juang@moenv.gov.tw,環檢所預算
環境部環境保護基金附屬單位預算案,環境保護基金預算案。SEQNO、LEVEL、BOLD、前年度決算數、項目、本年度預算數、上年度預算數、比較增減、預算數、說明。,BGT_P_13,環境部會計處,其他,其他,,filename(標題)、url(連結)、description(說明),環境部全球資訊網,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,1年,"2026-04-12 08:06:15.000000",楊小姐,(02)2311-7722#2161,niyu.yang@moenv.gov.tw,環境部預算
國家環境研究院單位決算(原環檢所),歲入來源別決算表、歲出政事別決算表、歲出機關別決算表、以前年度歲入來源別轉入數決算表、以前年度歲出政事別轉入數決算表、以前年度歲出機關別轉入數決算表、平衡表、長期投資、固定資產、遞耗資產及無形資產變動表、決算與會計收支對照表、歲出用途別決算累計表、歲出用途別決算分析表、繳付公庫數分析表、公庫撥入數分析表、收入支出表,BGT_P_10,國家環境研究院,其他,其他,,filename(標題)、url(連結)、description(說明),全球資訊網,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:06:14.000000",莊小姐,(03)4915818#13008,yiwen.juang@moenv.gov.tw,"環檢所決算,國環院決算"
會計事務處理注意事項,補（捐）助民間團體、傳播媒體及學校經費會計事務處理注意事項,BGT_P_09,環境部會計處,其他,其他,,filename(標題)、url(連結)、description(說明),,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:06:14.000000",謝小姐,(02)2311-7722#2154,wjhsieh@moenv.gov.tw,
環境部法定預算,環境部單位預算(法定預算),BGT_P_06,環境部會計處,其他,其他,,filename(標題)、url(連結)、description(說明),環境部全球資訊網,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,1年,"2026-04-12 08:06:13.000000",吳小姐,(02)2311-7722#2153,peiyu.wu@moenv.gov.tw,環境部預算
國家環境研究院法定預算(原環訓所),歲入來源別預算表、歲出機關別預算表、歲入項目說明提要表、歲出計畫提要及分支計畫概況表、各項費用彙計表、歲出用途別科目分析表、資本支出分析表、人事費彙計表、預算員額明細表、公務車輛明細表、辦公房舍明細表、捐助經費分析表、派員出國計畫預算總表、派員出國計畫預算類別表-開會、談判、派員出國計畫預算類別表-進修、研究、實習、歲出按職能及經濟性綜合分類表、跨年期計畫概況表、委辦經費分析表,BGT_P_07,國家環境研究院,其他,其他,"優質教育,減少不平等",no(項次)、year(年份)、filename(檔案名稱)、format(檔案格式)、url(下載網址),國家環境研究院全球資訊網,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:06:13.000000",陳先生,(03)4915818#73002,kuanchi.chen@moenv.gov.tw,"環訓所法定預算,國環院法定預算"
